TARGETID,Z,LOGMSTAR,HALPHA_FLUX,HALPHA_BD
39627803523554399,0.1268295538,9.5652418,32.425896,3.0347362
39628324825206641,0.2202827322,10.091994,66.237724,2.9709129
39627800423957308,0.1835835176,9.4649925,105.0634,3.2541547
39627682115225783,0.2068135938,10.124868,51.630573,4.7553878
39627745038173498,0.3413384665,9.9998264,109.55404,3.6491511
39628031584633750,0.1923387901,10.550027,199.24165,4.9819589
39627954107450042,0.1135599926,10.067449,196.15256,5.0185409
39632996378084899,0.4793315194,10.421489,83.043503,4.9251308
39628135691457641,0.3381439043,10.67309,69.745804,7.2069783
39627844992636871,0.2118487225,10.10844,69.574684,3.9401326
39627907559064407,0.05316364402,9.0222635,64.142838,3.6951895
39628105463106022,0.1194491929,9.0726814,66.264923,3.9163442
39628195858743949,0.1644958195,9.527339,83.336838,3.5693715
39632991546247393,0.163535444,9.9674873,120.88,3.5310118
39627883706058226,0.1563346495,9.3768368,27.398916,5.4122233
39633433240011673,0.142970636,9.1079721,95.134514,3.2095532
39633217262717242,0.1226171546,9.6035156,148.69722,4.9464827
39627914483860276,0.0944473745,9.6207943,139.73064,3.8260102
39633161214232457,0.4797901582,10.116536,141.6783,3.5661716
39633112564502391,0.05599116472,10.106865,176.92436,5.1936407
39633243326120686,0.1203744049,8.5279522,73.198151,2.8991518
39627546840532636,0.2353953943,9.7850409,34.813263,2.9890997
39628212476579144,0.1138765636,9.1058578,397.07135,3.2329836
39628523010264505,0.218498481,9.0880384,125.3544,3.0465558
39633244559246268,0.1998350061,9.7565117,85.22213,2.8599999
39627923803603325,0.3452036315,10.342782,109.14879,4.5165429
39633101042746822,0.1411168813,10.193489,127.40413,5.9903879
39628486817614561,0.11916163,9.2401438,136.80029,3.535682
39632976740353560,0.3059306019,10.156771,45.685436,4.0312805
39627581124774488,0.2008337203,9.5073252,230.6703,3.9772003
39633228931269377,0.407098016,10.80598,236.02292,5.2183518
39627637101955864,0.1838221736,9.7909698,59.881603,3.916333
39633100812060433,0.1007293193,9.1966543,67.204391,2.8599999
39627767540616965,0.1558523244,9.5661516,145.40691,2.8599999
39627708941995143,0.2020718001,10.607925,176.59528,6.0573044
39633267409815783,0.1177153789,9.3126335,100.34658,2.8960972
39628176355233130,0.3578446802,10.141129,248.78912,4.3198128
39628035552450216,0.2927049573,11.013872,86.27684,5.4802046
39627758107625415,0.07052146305,9.1763487,101.67455,3.2488198
39627939549023585,0.242588423,10.163696,95.288834,3.7098536
39627652478274371,0.09772637464,9.0886755,159.93739,3.5391996
39633464735043550,0.1122311954,9.8246307,171.88496,4.1401734
39627745365329355,0.1969779696,9.690856,134.34618,4.2234359
39627776117967891,0.3233545329,9.9371433,84.752144,3.4901724
39633532263334630,0.1464036818,10.159294,109.47725,3.0425749
39632966648857320,0.1959303096,10.125908,436.54413,4.4341898
39628335558429034,0.3206184924,10.218688,71.965614,3.3572447
39627634568599173,0.2017399106,9.1372871,165.46442,2.8599999
39633236447465054,0.1772161125,10.071485,122.75024,4.4932823
39627653015143117,0.1716178303,10.014887,49.178967,3.8786161
39628281984583082,0.1536609708,9.5841351,51.239738,3.6448243
39628132004660408,0.2910160417,10.379316,88.795319,4.2108707
39628057148919636,0.3868874817,10.319286,78.690613,4.2872591
39627734330118262,0.2517285394,9.8394318,81.481682,3.2027669
39627950827507342,0.1450541316,8.8530197,156.38878,2.8599999
39627702969304409,0.1995390458,9.2683334,191.66307,2.9656341
39628460234113598,0.28501561,9.8482885,63.152439,4.1951413
39628218168252630,0.1839637906,10.05926,79.93187,4.3256397
39633232135717552,0.08897789404,9.4200554,39.111645,2.9648798
39627715128591591,0.2274761363,10.009651,134.30849,3.6656837
39633286854609534,0.3527084485,9.8307247,51.713058,3.8069916
39627690570946265,0.3548675205,10.348521,154.1132,4.972909
39633001184758669,0.155742507,9.3466921,54.542274,3.0298865
39633109448131071,0.2386759428,10.377121,102.61499,4.7722774
39627808581879528,0.2796254909,10.732283,96.638939,4.3127952
39628037054006022,0.04057125826,8.8585196,72.274635,3.7189293
39628217270667915,0.1060310413,9.3449011,60.675549,2.8599999
39628167383614247,0.3121897431,9.5016718,55.394241,3.2295363
39627618525386498,0.2213672008,10.090353,59.789856,4.2190943
39627660443255192,0.06708109145,11.021274,380.552,5.3431368
39627959023175446,0.1913841327,9.4427376,41.231911,2.8599999
39627826520917102,0.1218579015,9.3725595,64.970833,3.9522638
39627893139046894,0.07563416739,8.9912434,107.51887,3.9691231
39633374855299974,0.1671200042,9.4588823,32.377659,3.4223015
39627573327564002,0.1596609317,9.7617874,260.62207,3.5589898
39633216528713605,0.2246194858,9.8954773,62.188107,4.0206733
39627636762220427,0.2094230047,10.315955,79.91114,3.4267137
39627983668907217,0.2744032231,10.226954,102.62238,4.8185086
39633307889042084,0.1031623452,9.0363798,55.187744,2.9639661
39627849174351955,0.3820648366,10.439254,36.800808,6.1748633
39633026023427327,0.2303307783,10.572243,55.294964,3.7694483
39633144374102490,0.3805022034,9.8333244,69.212212,2.8599999
39627651253539251,0.2868129715,9.8255043,60.531876,3.4987779
39633025490748643,0.3463118369,10.699467,65.848335,6.7250848
39627974835702158,0.02337497039,8.1049395,55.929981,2.8599999
39628465523133191,0.09069671823,8.9503231,43.341671,2.8599999
39627642432913680,0.1498510646,9.2333765,55.317993,3.743989
39633162409608133,0.07482767727,8.5411682,54.23782,2.8599999
39633212682536759,0.1248459235,10.137505,846.10907,4.7337852
39627759823095440,0.2493296304,9.9776382,172.92088,3.9538815
39633535081907853,0.3114697511,9.8094139,77.046646,3.4654565
39627790244386062,0.2000624896,9.9003763,52.328449,3.6192403
39627827007462295,0.08957690182,10.017896,106.42031,3.5597546
39628033933446839,0.03576703611,8.1721067,141.57487,3.5390255
39628364742394153,0.0751873771,9.0545549,48.532917,2.8599999
39633005660080198,0.2948423735,9.5093317,73.349586,3.0755994
39628304495411999,0.2103613946,9.6483221,52.467472,3.9289587
39627998747430523,0.1724309764,10.043096,92.180008,3.5332048
39628037788013830,0.2345026031,9.9592257,71.60022,3.2608559
39633006779958538,0.2680369218,10.970113,128.85002,5.2593198
39627694517788777,0.1336834657,9.7580271,53.298355,3.1489887
39627917243713830,0.1643166877,9.0561686,136.89738,3.1214015
39632966762105360,0.2350756576,10.491838,43.303368,4.4205003
39628022789180833,0.1973979866,9.6121225,101.75803,4.3536439
39633489301081154,0.1835199195,9.3862982,117.7519,3.1324852
39633204402981184,0.1318743645,10.127104,124.44917,5.0685606
39633090192083647,0.1410677239,10.023997,240.04579,3.8958056
39628275495997515,0.1767348981,9.5526295,47.206863,3.2827232
39627619083225788,0.1308256379,9.6872015,89.920242,3.0899057
39627961728499987,0.05848011747,9.3909245,139.81052,3.5205574
39633307205370049,0.07122232938,9.7971649,117.74644,4.3901353
39627793671129088,0.1258700247,9.1051445,62.295635,2.8599999
39627679841912986,0.1449023794,9.1968966,84.423973,3.0040572
39633386792290619,0.3268804678,10.077272,170.592,3.8206506
